id,latitude,longitude,geo_note
naxion-energy-naxion-energy-coimbatore-plant-india,11.00555,76.96612,"[GEO=city:Coimbatore] Coordinates: approximate city-centroid of Coimbatore, India via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
e-trnl-energy-e-trnl-cell-pilot-line-bengaluru-india,12.97194,77.59369,"[GEO=city:Bengaluru] Coordinates: approximate city-centroid of Bengaluru, India via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
panasonic-energy-panasonic-energy-suminoe-factory-japan,36.26426,139.42908,"[GEO=city:Oizumi] Coordinates: approximate city-centroid of Oizumi, Japan via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
panasonic-energy-kaizuka-co-ltd-panasonic-energy-kaizuka-factory-japan,34.45,135.35,"[GEO=city:Kaizuka] Coordinates: approximate city-centroid of Kaizuka, Japan via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
panasonic-energy-panasonic-energy-wakayama-factory-japan,34.23333,135.16667,"[GEO=city:Wakayama] Coordinates: approximate city-centroid of Wakayama, Japan via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
prime-planet-energy-solutions-ppes-himeji-plant-japan,34.81667,134.7,"[GEO=city:Himeji] Coordinates: approximate city-centroid of Himeji, Japan via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
panasonic-energy-panasonic-energy-oizumi-factory-japan,36.26426,139.42908,"[GEO=city:Oizumi] Coordinates: approximate city-centroid of Oizumi, Japan via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
toyota-battery-co-toyota-toyota-fukuoka-kanda-battery-plant-japan,33.6,130.41667,"[GEO=city:Fukuoka] Coordinates: approximate city-centroid of Fukuoka, Japan via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
prime-planet-energy-solutions-ppes-tokushima-plant-japan,34.06667,134.56667,"[GEO=city:Tokushima] Coordinates: approximate city-centroid of Tokushima, Japan via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
toyota-motor-corporation-toyota-teiho-plant-japan,35.08333,137.15,"[GEO=city:Toyota] Coordinates: approximate city-centroid of Toyota, Japan via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
toyota-battery-co-ltd-formerly-primearth-ev-energy-toyota-battery-peve-miyagi-plant-japan,35.08333,137.15,"[GEO=city:Toyota] Coordinates: approximate city-centroid of Toyota, Japan via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
aesc-aesc-zama-plant-japan,35.4879,139.39101,"[GEO=city:Zama] Coordinates: approximate city-centroid of Zama, Japan via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
e-one-moli-energy-canada-ltd-e-one-moli-maple-ridge-canada,49.21939,-122.60193,"[GEO=city:Maple Ridge] Coordinates: approximate city-centroid of Maple Ridge, Canada via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
gotion-power-morocco-gotion-kenitra-gigafactory-morocco,34.26101,-6.5802,"[GEO=city:Kenitra] Coordinates: approximate city-centroid of Kenitra, Morocco via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
statevolt-emirates-statevolt-ras-al-khaimah-united-arab-emirates,25.78953,55.9432,"[GEO=city:Ras Al Khaimah] Coordinates: approximate city-centroid of Ras Al Khaimah, United Arab Emirates via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
recharge-industries-recharge-industries-geelong-avalon-gigafactory-australia,-38.14711,144.36069,"[GEO=city:Geelong] Coordinates: approximate city-centroid of Geelong, Australia via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
gelion-gelion-fairfield-australia,-33.86667,150.95,"[GEO=city:Fairfield] Coordinates: approximate city-centroid of Fairfield, Australia via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
bravo-motor-company-brasil-energy-bravo-motor-company-gigafactory-colossus-cluster-brazil,-12.5125,-38.49528,"[GEO=city:Sao Sebastiao Do Passe] Coordinates: approximate city-centroid of Sao Sebastiao Do Passe, Brazil via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
powercap-powercap-queensland-australia,-27.46794,153.02809,"[GEO=city:Brisbane] Coordinates: approximate city-centroid of Brisbane, Australia via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
li-s-energy-li-s-energy-geelong-phase-3-australia,-38.14711,144.36069,"[GEO=city:Geelong] Coordinates: approximate city-centroid of Geelong, Australia via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
addionics-addionics-israel-pilot-line-israel,32.08088,34.78057,"[GEO=city:Tel Aviv] Coordinates: approximate city-centroid of Tel Aviv, Israel via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
afrivolt-afrivolt-atlantis-gigafactory-south-africa,-33.56668,18.48335,"[GEO=city:Atlantis] Coordinates: approximate city-centroid of Atlantis, South Africa via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
salient-energy-salient-energy-dartmouth-canada,44.67134,-63.57719,"[GEO=city:Dartmouth] Coordinates: approximate city-centroid of Dartmouth, Canada via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
megamillion-energy-group-megamillion-energy-gigafactory-giga-africa-1-south-africa,-33.96109,25.61494,"[GEO=city:Port Elizabeth] Coordinates: approximate city-centroid of Port Elizabeth, South Africa via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
e-zinc-e-zinc-mississauga-pilot-manufacturing-facility-canada,43.5789,-79.6583,"[GEO=city:Mississauga] Coordinates: approximate city-centroid of Mississauga, Canada via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
y-tec-unilib-la-plata-argentina,-34.92126,-57.95442,"[GEO=city:La Plata] Coordinates: approximate city-centroid of La Plata, Argentina via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
lg-energy-solution-lg-energy-solution-ochang-energy-plant-south-korea,36.63722,127.48972,"[GEO=city:Cheongju] Coordinates: approximate city-centroid of Cheongju, South Korea via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
samsung-sdi-samsung-sdi-ulsan-plant-south-korea,35.53722,129.31667,"[GEO=city:Ulsan] Coordinates: approximate city-centroid of Ulsan, South Korea via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
samsung-sdi-samsung-sdi-cheonan-plant-south-korea,36.8065,127.1522,"[GEO=city:Cheonan] Coordinates: approximate city-centroid of Cheonan, South Korea via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
samsung-sdi-samsung-sdi-giheung-plant-south-korea,36.8065,127.1522,"[GEO=city:Cheonan] Coordinates: approximate city-centroid of Cheonan, South Korea via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
sk-on-sk-on-seosan-plant-south-korea,36.78167,126.45222,"[GEO=city:Seosan] Coordinates: approximate city-centroid of Seosan, South Korea via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
eve-energy-malaysia-sdn-bhd-eve-energy-malaysia-kulim-kedah-malaysia,5.36499,100.56177,"[GEO=city:Kulim] Coordinates: approximate city-centroid of Kulim, Malaysia via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
pt-rept-battero-indonesia-rept-battero-indonesia-battery-factory-indonesia,-6.21462,106.84513,"[GEO=city:Jakarta] Coordinates: approximate city-centroid of Jakarta, Indonesia via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
gotion-high-tech-vines-jv-gotion-vines-lfp-gigafactory-ha-tinh-vietnam,18.34282,105.90569,"[GEO=city:Ha Tinh] Coordinates: approximate city-centroid of Ha Tinh, Vietnam via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
amita-technology-thailand-amita-technology-gigafactory-eec-thailand,13.6882,101.07156,"[GEO=city:Chachoengsao] Coordinates: approximate city-centroid of Chachoengsao, Thailand via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
svolt-energy-technology-thailand-svolt-thailand-sriracha-thailand,13.17372,100.93111,"[GEO=city:Sriracha] Coordinates: approximate city-centroid of Sriracha, Thailand via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
sunwoda-automotive-energy-thailand-sunwoda-chonburi-cell-plant-thailand,13.3622,100.98345,"[GEO=city:Chonburi] Coordinates: approximate city-centroid of Chonburi, Thailand via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
nv-gotion-co-ltd-nv-gotion-thailand-rayong-thailand,12.68095,101.25798,"[GEO=city:Rayong] Coordinates: approximate city-centroid of Rayong, Thailand via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
american-battery-factory-american-battery-factory-tucson-gigafactory-united-states,32.22174,-110.92648,"[GEO=city:Tucson] Coordinates: approximate city-centroid of Tucson, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
amprius-technologies-amprius-colorado-brighton-united-states,39.98526,-104.82053,"[GEO=city:Brighton] Coordinates: approximate city-centroid of Brighton, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
microvast-microvast-clarksville-united-states,36.52977,-87.35945,"[GEO=city:Clarksville] Coordinates: approximate city-centroid of Clarksville, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
quantumscape-quantumscape-san-jose-eagle-line-qs-0-united-states,37.33939,-121.89496,"[GEO=city:San Jose] Coordinates: approximate city-centroid of San Jose, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
electrovaya-electrovaya-jamestown-gigafactory-united-states,42.097,-79.23533,"[GEO=city:Jamestown] Coordinates: approximate city-centroid of Jamestown, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
solid-power-solid-power-louisville-ev-cell-pilot-line-united-states,39.97776,-105.13193,"[GEO=city:Louisville] Coordinates: approximate city-centroid of Louisville, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
enovix-enovix-fremont-fab-1-united-states,37.54827,-121.98857,"[GEO=city:Fremont] Coordinates: approximate city-centroid of Fremont, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
peak-energy-peak-energy-sacramento-united-states,38.58157,-121.4944,"[GEO=city:Sacramento] Coordinates: approximate city-centroid of Sacramento, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
eos-energy-enterprises-eos-energy-turtle-creek-united-states,42.50835,-89.03178,"[GEO=city:Turtle Creek] Coordinates: approximate city-centroid of Turtle Creek, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
ess-tech-inc-ess-inc-ess-inc-wilsonville-united-states,45.29984,-122.77371,"[GEO=city:Wilsonville] Coordinates: approximate city-centroid of Wilsonville, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
form-energy-form-factory-1-weirton-united-states,40.41896,-80.58952,"[GEO=city:Weirton] Coordinates: approximate city-centroid of Weirton, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
ambri-ambri-marlborough-united-states,42.34593,-71.55229,"[GEO=city:Marlborough] Coordinates: approximate city-centroid of Marlborough, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
statevolt-statevolt-imperial-valley-gigafactory-united-states,32.84755,-115.56944,"[GEO=city:Imperial] Coordinates: approximate city-centroid of Imperial, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
lyten-lyten-san-jose-united-states,37.33939,-121.89496,"[GEO=city:San Jose] Coordinates: approximate city-centroid of San Jose, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
ses-ai-ses-ai-woburn-united-states,42.47926,-71.15228,"[GEO=city:Woburn] Coordinates: approximate city-centroid of Woburn, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
24m-technologies-24m-technologies-cambridge-united-states,42.3751,-71.10561,"[GEO=city:Cambridge] Coordinates: approximate city-centroid of Cambridge, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
unigrid-battery-unigrid-san-diego-united-states,32.71571,-117.16472,"[GEO=city:San Diego] Coordinates: approximate city-centroid of San Diego, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
inlyte-energy-inlyte-energy-hayward-united-states,37.66882,-122.0808,"[GEO=city:Hayward] Coordinates: approximate city-centroid of Hayward, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
coreshell-coreshell-san-leandro-united-states,37.72493,-122.15608,"[GEO=city:San Leandro] Coordinates: approximate city-centroid of San Leandro, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
zeta-energy-zeta-energy-houston-united-states,29.76328,-95.36327,"[GEO=city:Houston] Coordinates: approximate city-centroid of Houston, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
dragonfly-energy-dragonfly-energy-reno-united-states,39.52963,-119.8138,"[GEO=city:Reno] Coordinates: approximate city-centroid of Reno, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
nanotech-energy-nanotech-energy-chico-2-united-states,39.72849,-121.83748,"[GEO=city:Chico] Coordinates: approximate city-centroid of Chico, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
sakuu-sakuu-silicon-valley-united-states,37.33939,-121.89496,"[GEO=city:San Jose] Coordinates: approximate city-centroid of San Jose, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
catl-luoyuan-times-new-energy-battery-industrial-base-luoyuan-china,26.06139,119.30611,"[GEO=city:Fuzhou] Coordinates: approximate city-centroid of Fuzhou, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
catl-catl-dongying-zero-carbon-industrial-park-lithium-battery-manufacturing-base-china,37.46271,118.49165,"[GEO=city:Dongying] Coordinates: approximate city-centroid of Dongying, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
sunwoda-sunwoda-yichang-power-battery-production-base-china,30.71444,111.28472,"[GEO=city:Yichang] Coordinates: approximate city-centroid of Yichang, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
sunwoda-automotive-battery-sunwoda-evb-sunwoda-deyang-shifang-power-and-energy-storage-battery-base-china,31.13019,104.38198,"[GEO=city:Deyang] Coordinates: approximate city-centroid of Deyang, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
sunwoda-sunwoda-maoming-dianbai-automotive-electronics-base-china,21.66625,110.91364,"[GEO=city:Maoming] Coordinates: approximate city-centroid of Maoming, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
sunwoda-sunwoda-nanjing-power-battery-base-lishui-china,32.06167,118.77778,"[GEO=city:Nanjing] Coordinates: approximate city-centroid of Nanjing, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
huizhou-liwei-new-energy-technology-co-ltd-sunwoda-sunwoda-huizhou-plant-huizhou-liwei-new-energy-china,23.11147,114.41523,"[GEO=city:Huizhou] Coordinates: approximate city-centroid of Huizhou, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
sunwoda-sunwoda-quzhou-plant-china,28.95944,118.86861,"[GEO=city:Quzhou] Coordinates: approximate city-centroid of Quzhou, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
anqing-chaoren-energy-technology-co-ltd-chaowei-anqing-chaoren-sodium-ion-battery-plant-phase-i-china,30.51365,117.04723,"[GEO=city:Anqing] Coordinates: approximate city-centroid of Anqing, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
zhejiang-hu-na-energy-co-ltd-hu-na-energy-sodium-ion-battery-and-system-project-jiaxing-china,30.7522,120.75,"[GEO=city:Jiaxing] Coordinates: approximate city-centroid of Jiaxing, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
shaanxi-green-energy-storage-technology-co-ltd-shaanxi-green-energy-storage-lfp-cell-plant-yulin-china,22.6305,110.14686,"[GEO=city:Yulin] Coordinates: approximate city-centroid of Yulin, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
gotion-high-tech-gotion-sodium-plant-tangshan-china,39.64381,118.18319,"[GEO=city:Tangshan] Coordinates: approximate city-centroid of Tangshan, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
gotion-high-tech-gotion-gnascent-sodium-ion-plant-hefei-china,31.86389,117.28083,"[GEO=city:Hefei] Coordinates: approximate city-centroid of Hefei, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
taiji-sodium-jingzhou-technology-co-ltd-taiji-sodium-cylindrical-cell-base-jingzhou-china,30.35028,112.19028,"[GEO=city:Jingzhou] Coordinates: approximate city-centroid of Jingzhou, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
easton-east-group-easton-sodium-ion-cell-plant-dongguan-songshan-lake-china,23.01797,113.74866,"[GEO=city:Dongguan] Coordinates: approximate city-centroid of Dongguan, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
chuneng-new-energy-chuneng-new-energy-xiaogan-base-xiaogan-lithium-battery-industrial-park-china,30.92689,113.92221,"[GEO=city:Xiaogan] Coordinates: approximate city-centroid of Xiaogan, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
greater-bay-technology-guangzhou-juwan-technology-research-greater-bay-technology-nansha-plant-china,23.11667,113.25,"[GEO=city:Guangzhou] Coordinates: approximate city-centroid of Guangzhou, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
jiangsu-tafel-new-energy-jiangsu-tafel-new-energy-nanjing-plant-china,32.06167,118.77778,"[GEO=city:Nanjing] Coordinates: approximate city-centroid of Nanjing, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
huizhou-highpower-technology-highpower-international-huizhou-plant-longhu-tonghu-industrial-park-china,23.11147,114.41523,"[GEO=city:Huizhou] Coordinates: approximate city-centroid of Huizhou, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
narada-power-nandu-power-nandu-power-narada-hangzhou-fuyang-lithium-cell-base-china,30.29365,120.16142,"[GEO=city:Hangzhou] Coordinates: approximate city-centroid of Hangzhou, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
shenzhen-betterpower-battery-co-ltd-shenzhen-betterpower-shenzhen-plant-longhua-base-china,22.54554,114.0683,"[GEO=city:Shenzhen] Coordinates: approximate city-centroid of Shenzhen, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
shandong-sacred-sun-power-sources-co-ltd-sacred-sun-qufu-lithium-cell-plant-china,35.59667,116.99111,"[GEO=city:Qufu] Coordinates: approximate city-centroid of Qufu, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
chilwee-chaowei-group-chilwee-changxing-lithium-cell-plant-china,30.29556,111.50472,"[GEO=city:Zhicheng] Coordinates: approximate city-centroid of Zhicheng, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
shuangdeng-group-co-ltd-shuangdeng-new-energy-storage-cell-project-jiangyan-taizhou-china,32.50611,120.14278,"[GEO=city:Jiangyan] Coordinates: approximate city-centroid of Jiangyan, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
yao-ning-new-energy-jianhu-yaoning-new-energy-technology-yaoning-new-energy-jianhu-shanggang-base-china,33.3575,120.1573,"[GEO=city:Yancheng] Coordinates: approximate city-centroid of Yancheng, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
shanghai-deligreen-power-deligreen-shanghai-cylindrical-cell-plant-china,31.22222,121.45806,"[GEO=city:Shanghai] Coordinates: approximate city-centroid of Shanghai, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
zeekr-vremt-weirui-jidian-factory-zeekr-golden-brick-quzhou-cell-plant-china,28.95944,118.86861,"[GEO=city:Quzhou] Coordinates: approximate city-centroid of Quzhou, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
jilin-dongchi-new-energy-technology-co-ltd-dongchi-new-energy-jilin-solid-state-plant-china,43.88,125.32278,"[GEO=city:Changchun] Coordinates: approximate city-centroid of Changchun, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
jiangsu-tianpeng-power-supply-co-tenpower-tianpeng-power-zhangjiagang-cell-plant-china,31.865,120.53889,"[GEO=city:Zhangjiagang] Coordinates: approximate city-centroid of Zhangjiagang, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
wuhu-tianyi-energy-technology-co-ltd-etc-battery-rongjie-energy-wuhu-cell-plant-wuhu-tianyi-energy-etc-battery-china,31.35259,118.42947,"[GEO=city:Wuhu] Coordinates: approximate city-centroid of Wuhu, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
qingtao-kunshan-energy-qingtao-energy-kunshan-semi-solid-plant-china,31.37762,120.95431,"[GEO=city:Kunshan] Coordinates: approximate city-centroid of Kunshan, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
beijing-welion-new-energy-welion-new-energy-huzhou-semi-solid-plant-china,30.8703,120.0933,"[GEO=city:Huzhou] Coordinates: approximate city-centroid of Huzhou, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
talent-new-energy-talent-new-energy-chongqing-solid-state-plant-china,29.56026,106.55771,"[GEO=city:Chongqing] Coordinates: approximate city-centroid of Chongqing, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
hengdian-group-dmegc-magnetics-co-ltd-hengdian-dmegc-dongyang-lithium-cell-plant-china,29.26778,120.22528,"[GEO=city:Dongyang] Coordinates: approximate city-centroid of Dongyang, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
jiangsu-sunpower-co-ltd-changhong-sanjie-jiangsu-sunpower-changhong-sanjie-taixing-cell-plant-china,32.16667,120.01361,"[GEO=city:Taixing] Coordinates: approximate city-centroid of Taixing, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
lanjun-new-energy-lanjun-new-energy-jiashan-base-china,30.84918,120.92583,"[GEO=city:Jiashan] Coordinates: approximate city-centroid of Jiashan, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
dalian-cbak-power-battery-co-ltd-dalian-cbak-power-battery-plant-huayuankou-base-china,38.91222,121.60222,"[GEO=city:Dalian] Coordinates: approximate city-centroid of Dalian, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
